classifier;balancing;embedding;accuracy;precision;recall;f1;tp;tn;fp;fn;auroc_art;auroc_gaming;auroc_memberships;auroc_music;auroc_pfps;auroc_photography;auroc_virtual-worlds;cm_path
DTree;oversampling;clean_all-MiniLM-L6-v2;0,5213549337260678;0,5233314396127833;0,5217374283763819;0,5221355131005679;354;3749;325;325;0,6714594127806562;0,6675170068027211;0,6597177018739936;0,8554373522458628;0,7563212435233161;0,7956110154905336;0,6407984859408795;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_oversampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
DTree;smote;clean_all-MiniLM-L6-v2;0,5022091310751104;0,49796859529821763;0,5037061828939767;0,5001604394637352;341;3736;338;338;0,6607772020725389;0,673861852433281;0,609972935009764;0,8503091471176577;0,7304576856649395;0,7793213671010573;0,6678442682047585;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_smote_clean_all-MiniLM-L6-v2_confusion_matrix.png
RF;unbalanced;clean_all-MiniLM-L6-v2;0,7319587628865979;0,7371854668382969;0,7311624003224282;0,7296258280336334;497;3892;182;182;0,8986183074265975;0,8982395155864544;0,9273270752680804;0,9769412620476451;0,9596545768566493;0,992123010994415;0,9081831290555156;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_unbalanced_clean_all-MiniLM-L6-v2_confusion_matrix.png
RF;undersampling;clean_all-MiniLM-L6-v2;0,727540500736377;0,73146054491007;0,727344728171282;0,726864174642405;494;3889;185;185;0,9077547495682211;0,9112656051431561;0,9298708417554559;0,9841334788143299;0,9535924006908463;0,9861955109066003;0,9052992069214131;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_undersampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
RF;oversampling;clean_all-MiniLM-L6-v2;0,7525773195876289;0,7575496099005683;0,7517700183777984;0,750456789842783;511;3906;168;168;0,9036269430051813;0,9170778201390447;0,931052793860701;0,9827059465357337;0,9611571675302246;0,9907179739365627;0,9258201153568854;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_oversampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
RF;smote;clean_all-MiniLM-L6-v2;0,727540500736377;0,7295944076656263;0,7272704920113913;0,7252526352192676;494;3889;185;185;0,8938428324697755;0,9154986170292293;0,9231217239370996;0,981669394435352;0,9602849740932642;0,9874776072218905;0,8996304974765681;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_smote_clean_all-MiniLM-L6-v2_confusion_matrix.png
LogReg;unbalanced;clean_all-MiniLM-L6-v2;0,6156111929307806;0,6206465880985126;0,6159250590595776;0,6177576938742142;418;3813;261;261;0,8439032815198617;0,8830829034910668;0,8735482544794272;0,9513366066557556;0,8616580310880828;0,9422354139590432;0,8723143475126172;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_unbalanced_clean_all-MiniLM-L6-v2_confusion_matrix.png
LogReg;undersampling;clean_all-MiniLM-L6-v2;0,6215022091310751;0,6266192420720167;0,6220664793917413;0,6239197434710082;422;3817;257;257;0,841986183074266;0,8781864394109292;0,8816677515502415;0,957574104382615;0,8570811744386874;0,9524921844813656;0,873828406633021;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_undersampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
LogReg;oversampling;clean_all-MiniLM-L6-v2;0,6170839469808542;0,6222443381403927;0,6174949177722935;0,6193455053567117;419;3814;260;260;0,8435924006908462;0,8817559991029379;0,872931583815821;0,951573013275141;0,8611226252158894;0,9420422213635885;0,8722422494592645;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_oversampling_clean_all-MiniLM-L6-v2_confusion_matrix.png
LogReg;smote;clean_all-MiniLM-L6-v2;0,6156111929307806;0,6205259382408546;0,6159250590595776;0,617682386212925;418;3813;261;261;0,8441623488773747;0,8825222396650968;0,8737366816266402;0,9516093835242772;0,8612435233160621;0,9419719695106958;0,8720800288392214;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_smote_clean_all-MiniLM-L6-v2_confusion_matrix.png
kNN;unbalanced;clean_lemmatization_all-MiniLM-L6-v2;0,5699558173784978;0,5938036340756697;0,5715999013871197;0,5714095248661094;387;3782;292;292;0,7912780656303973;0,8026276444643792;0,8109818767343862;0,9420349154391707;0,7616234887737479;0,8933928132354492;0,892916366258111;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_unbalanced_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
kNN;undersampling;clean_lemmatization_all-MiniLM-L6-v2;0,572901325478645;0,5977975707777882;0,5750764495117094;0,5741126878230682;389;3784;290;290;0,7865975820379966;0,8082810047095761;0,8129517969097948;0,940871067466812;0,7561398963730569;0,8924005058133407;0,8956380677721701;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_undersampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
kNN;oversampling;clean_lemmatization_all-MiniLM-L6-v2;0,5640648011782032;0,5845857763882852;0,5657443283886895;0,5641642214256286;383;3778;296;296;0,7808203799654576;0,7977218359871421;0,8062626331837336;0,941198399709038;0,7639119170984455;0,890732024307141;0,8908435472242249;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_oversampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
kNN;smote;clean_lemmatization_all-MiniLM-L6-v2;0,5522827687776142;0,5643265780159841;0,5563828175231521;0,5455285626594105;375;3770;304;304;0,7541450777202072;0,8063467145099799;0,8002415293432458;0,9473722494999093;0,7541105354058723;0,9067406652850469;0,8891041816870944;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_smote_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
SVM;unbalanced;clean_lemmatization_all-MiniLM-L6-v2;0,6671575846833578;0,6945720288000626;0,6674531116816854;0,67567462066201;453;3848;226;226;0,8582210708117444;0,9111908499663601;0,8787728253794237;0,9612838697945082;0,9064075993091537;0,9615722364677368;0,8981254506128333;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/SVM_unbalanced_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
SVM;undersampling;clean_lemmatization_all-MiniLM-L6-v2;0,6597938144329897;0,6873799652823658;0,6604899062148472;0,6691850811793028;448;3843;231;231;0,8581001727115717;0,9089295058682814;0,8814793244030286;0,9634660847426806;0,9060276338514681;0,9622045031437705;0,8979452054794521;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/SVM_undersampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
SVM;oversampling;clean_lemmatization_all-MiniLM-L6-v2;0,6671575846833578;0,6937291775835606;0,6676226875089698;0,6758882379207163;453;3848;226;226;0,8589119170984456;0,912966285415265;0,8738394600705746;0,9610474631751228;0,9071157167530225;0,9614492957251747;0,8979271809661139;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/SVM_oversampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
SVM;smote;clean_lemmatization_all-MiniLM-L6-v2;0,6597938144329897;0,6874942078571723;0,6603093885630179;0,6688575198119465;448;3843;231;231;0,8592746113989638;0,9133587500934439;0,874062146699099;0,9612838697945082;0,9066666666666667;0,9612209772032737;0,8962328767123288;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/SVM_smote_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
DTree;unbalanced;clean_lemmatization_all-MiniLM-L6-v2;0,5257731958762887;0,5274415518349144;0,524977202547137;0,5258787099891431;357;3752;322;322;0,6859585492227979;0,6705259026687598;0,6781749974305389;0,7988270594653574;0,7939119170984456;0,780243422670273;0,6530371304974765;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_unbalanced_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
DTree;undersampling;clean_lemmatization_all-MiniLM-L6-v2;0,5169366715758469;0,5171416995276978;0,517259177235654;0,5165611325593281;351;3746;328;328;0,6790500863557858;0,6704604918890633;0,657122546164651;0,8124113475177305;0,7606390328151986;0,7760019670518811;0,6729812545061283;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_undersampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
DTree;oversampling;clean_lemmatization_all-MiniLM-L6-v2;0,5493372606774669;0,550455879713684;0,548472466088128;0,5482897304450408;373;3768;306;306;0,7223661485319516;0,65652799581371;0,6534225221830141;0,8086106564829969;0,838048359240069;0,7828251782640767;0,6950162220620043;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_oversampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
DTree;smote;clean_lemmatization_all-MiniLM-L6-v2;0,5184094256259205;0,5158332338045936;0,5194977156795407;0,5163701299793051;352;3747;327;327;0,6568221070811744;0,7089220303506018;0,6192486895748399;0,8190580105473724;0,7954576856649396;0,8014507007622326;0,6363914924297045;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_smote_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
RF;unbalanced;clean_lemmatization_all-MiniLM-L6-v2;0,7349042709867453;0,7397725167813984;0,7339775085541003;0,7319638673687762;499;3894;180;180;0,9059758203799654;0,9273846901397922;0,937562095309877;0,9757774140752864;0,9575043177892918;0,9828761108574238;0,9258741888968998;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_unbalanced_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
RF;undersampling;clean_lemmatization_all-MiniLM-L6-v2;0,7172312223858616;0,719225963451117;0,7177519181431335;0,7151184028785895;487;3882;192;192;0,8877806563039723;0,9248803917171263;0,9154047757716948;0,9758228768867067;0,9556908462867012;0,982726825670027;0,9141222062004327;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_undersampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
RF;oversampling;clean_lemmatization_all-MiniLM-L6-v2;0,7128129602356407;0,7149743607453105;0,7120171985625593;0,7102009162680688;484;3879;195;195;0,8943955094991364;0,9162087912087912;0,9219825961834938;0,9755864702673213;0,9627461139896372;0,9816379219501915;0,8874729632299926;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_oversampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
RF;smote;clean_lemmatization_all-MiniLM-L6-v2;0,7452135493372607;0,7502397960240575;0,7450827704612818;0,7426589222926854;506;3901;173;173;0,9014421416234888;0,9337295357703521;0,9231131590667717;0,9793507910529188;0,9664853195164076;0,9879518072289156;0,9170331651045422;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_smote_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
LogReg;unbalanced;clean_lemmatization_all-MiniLM-L6-v2;0,6170839469808542;0,6238653897579433;0,6181434072402714;0,6203361526711176;419;3814;260;260;0,844853195164076;0,8966509680795395;0,8720579670423789;0,9582833242407711;0,8613644214162348;0,9448698584425164;0,8823900504686374;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_unbalanced_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
LogReg;undersampling;clean_lemmatization_all-MiniLM-L6-v2;0,6244477172312224;0,634642254908474;0,625624948251126;0,6290721316619843;424;3819;255;255;0,8428497409326425;0,8869141063018614;0,881256637774504;0,9641934897254046;0,8573056994818654;0,9556710808247567;0,881957462148522;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_undersampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
LogReg;oversampling;clean_lemmatization_all-MiniLM-L6-v2;0,6200294550810015;0,6265445743924485;0,621233022791893;0,6232446155089394;421;3816;258;258;0,8447495682210707;0,8960529266651716;0,871938058857789;0,9583378796144754;0,8614507772020725;0,9446591028838386;0,8825702956020187;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_oversampling_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
LogReg;smote;clean_lemmatization_all-MiniLM-L6-v2;0,6170839469808542;0,6236631327699719;0,6181434072402714;0,6202487540305246;419;3814;260;260;0,8449222797927461;0,8965575241085446;0,8720237075610675;0,9585561011092926;0,8610880829015545;0,9447469176999542;0,8828767123287671;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_smote_clean_lemmatization_all-MiniLM-L6-v2_confusion_matrix.png
kNN;unbalanced;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5301914580265096;0,5622893577156484;0,5344371573100645;0,5285428138831069;360;3755;319;319;0,7960362694300517;0,8603853629363833;0,8056031381684882;0,9170667394071649;0,7096545768566495;0,8820207945484562;0,8035598413842826;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_unbalanced_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
kNN;undersampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5257731958762887;0,5639472010742702;0,5300530221271502;0,5238721905601702;357;3752;322;322;0,7887564766839379;0,8597125663452194;0,8045924834698002;0,9071649390798328;0,7060708117443869;0,8787189574625031;0,803226387887527;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_undersampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
kNN;oversampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5213549337260678;0,5481983634885209;0,5260631253224891;0,5185185786415689;354;3749;325;325;0,7885319516407601;0,8600115870524034;0,7937579225050533;0,9168212402254956;0,706761658031088;0,8791843759879167;0,8037040374909878;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_oversampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
kNN;smote;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5066273932253313;0,5308073875767493;0,5123696548698625;0,49853651885491573;344;3739;335;335;0,7601986183074265;0,8565261269342902;0,783822672924732;0,9182760501909439;0,6966839378238341;0,8872984649970143;0,7937454938716654;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_smote_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
SVM;unbalanced;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,6421207658321061;0,6679868322725893;0,6422283476439316;0,6498094961605675;436;3831;243;243;0,8304317789291884;0,9197690065037004;0,8729144540751652;0,9560829241680304;0,8848186528497409;0,9501738733359092;0,8783705839942322;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/SVM_unbalanced_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
SVM;undersampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,6421207658321061;0,6640113335125416;0,6428797477921975;0,6490223254682264;436;3831;243;243;0,828341968911917;0,9195634297675114;0,8700366576450033;0,9548099654482634;0,8827115716753023;0,9494362288805367;0,8774333093006489;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/SVM_undersampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
SVM;oversampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,6391752577319587;0,6655253038649407;0,6393561945394082;0,647112647706901;434;3829;245;245;0,8283592400690847;0,9188158779995516;0,8681352564322178;0,9569558101472996;0,8847150259067357;0,9499455548140082;0,8784426820475847;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/SVM_oversampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
SVM;smote;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,6377025036818851;0,6632732544507974;0,637852435140912;0,6453532505850695;433;3828;246;246;0,8298272884283248;0,9172833968752336;0,8693172085374627;0,9570831060192763;0,88426597582038;0,9495591696230987;0,8766762797404469;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/SVM_smote_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
DTree;unbalanced;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5522827687776142;0,5559458412004787;0,5522801884067171;0,5537966987316362;375;3770;304;304;0,6966407599309153;0,7140240711669282;0,6594778855048133;0,7935079105291871;0,8099568221070812;0,8364888123924269;0,6617249459264599;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_unbalanced_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
DTree;undersampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5463917525773195;0,5484856321105964;0,5462357045270443;0,546771220612338;371;3766;308;308;0,6811398963730569;0,6945970695970697;0,6598633046695673;0,822004000727405;0,8242746113989636;0,8211212195721661;0,6442231434751261;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_undersampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
DTree;oversampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5434462444771723;0,5477464354711574;0,543387942092344;0,5452698477233759;369;3764;310;310;0,6742314335060449;0,7144819466248037;0,648232210764329;0,7960720130932897;0,8258203799654577;0,8262232603884928;0,6503424657534247;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_oversampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
DTree;smote;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5493372606774669;0,5465533263595574;0,5482376084852769;0,546659971753046;373;3768;306;306;0,7259585492227979;0,6535845107273679;0,6396759053067936;0,8013911620294599;0,8158203799654578;0,8508114089009098;0,6687004325883201;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/DTree_smote_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
RF;unbalanced;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,727540500736377;0,72954060363807;0,727385741389387;0,7254705306004168;494;3889;185;185;0,8946113989637305;0,9253008895866038;0,9078933844941588;0,9746681214766321;0,9608117443868739;0,9864765183181706;0,9011806056236482;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_unbalanced_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
RF;undersampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,7128129602356407;0,7150746377666924;0,712788765803005;0,7109884371987301;484;3879;195;195;0,8782642487046632;0,9177879943186065;0,9119188735482544;0,9711038370612839;0,9588082901554404;0,9896554146615618;0,8927541456380677;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_undersampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
RF;oversampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,7437407952871871;0,7460429260285625;0,744445571401272;0,7406818453064519;505;3900;174;174;0,8850863557858376;0,930019810121851;0,9029514543149816;0,974286233860702;0,9624352331606219;0,9809441849028768;0,8977018745493872;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_oversampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
RF;smote;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,7231222385861561;0,7301662022170124;0,7235325253410438;0,7218173517029621;491;3886;188;188;0,8795423143350605;0,9178440607012036;0,8992171708520333;0,9720767412256773;0,9590846286701209;0,975701640380765;0,9018024513338141;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/RF_smote_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
LogReg;unbalanced;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5758468335787923;0,5807273811653678;0,5775971118693471;0,5785033827585125;391;3786;288;288;0,7898445595854922;0,8931935411527248;0,8394600705745315;0,9482087652300418;0,8395336787564768;0,916839369138361;0,8366618601297765;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_unbalanced_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
LogReg;undersampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5787923416789397;0,5806703965713568;0,5804167718262301;0,5800603166407691;393;3788;286;286;0,7979274611398963;0,8892875831651342;0,8402822981260063;0,9482815057283143;0,8439896373056994;0,9246021988829956;0,84486301369863;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_undersampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
LogReg;oversampling;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5802650957290133;0,5853492883361218;0,582074215313016;0,5831349010888112;394;3789;285;285;0,789343696027634;0,8927636988861479;0,8388262701702696;0,9486815784688125;0,8396200345423143;0,9168042432119147;0,8358507570295601;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_oversampling_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
LogReg;smote;clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2;0,5758468335787923;0,5809428805772348;0,577709244634541;0,578660260897103;391;3786;288;288;0,7894473229706391;0,8928197652687448;0,8392545136866627;0,9485360974722677;0,8396373056994818;0,9161544135726579;0,8363554434030281;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/LogReg_smote_clean_lemmatization_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
kNN;unbalanced;clean_paraphrase-multilingual-MiniLM-L12-v2;0,5449189985272459;0,5651918519304714;0,548853926430975;0,5414890488605888;370;3765;309;309;0,7913039723661486;0,8424721536966434;0,8150587550104491;0,913920712856883;0,72213298791019;0,880510379711265;0,819205118961788;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_unbalanced_clean_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
kNN;undersampling;clean_paraphrase-multilingual-MiniLM-L12-v2;0,5375552282768777;0,5614849709866536;0,5414827707178894;0,5342228036214686;365;3760;314;314;0,7854749568221069;0,841173282499813;0,8122923018945494;0,9087834151663938;0,7073747841105354;0,8814324352804805;0,8199981975486661;C:/Users/samue/Downloads/NFT25/final_novo/emb_extra/confusion_matrices/kNN_undersampling_clean_paraphrase-multilingual-MiniLM-L12-v2_confusion_matrix.png
